item name,size,colour,shape,status
Grapes,medium,neutral,oval,organic
Mango,small,vibrant,round,fertilized
Papaya,medium,neutral,round,organic
Papaya,medium,neutral,elongated,organic
Papaya,small,neutral,oval,organic
Apple,large,irregular,round,fertilized
Apple,medium,neutral,round,organic
Sapota,medium,irregular,elongated,organic
Carrot,large,neutral,irregular,organic
Grapes,medium,neutral,elongated,organic
Carrot,large,vibrant,round,fertilized
Mango,large,vibrant,round,fertilized
Garlic,large,vibrant,round,fertilized
Garlic,large,vibrant,round,fertilized
Beetroot,small,neutral,irregular,organic
Ivy gourd,large,neutral,elongated,fertilized
Mango,small,dull,elongated,organic
Apple,medium,vibrant,elongated,organic
Grapes,medium,vibrant,oval,organic
Grapes,medium,dull,irregular,organic
Papaya,medium,vibrant,elongated,fertilized
Brinjal,medium,vibrant,round,fertilized
Onion,medium,vibrant,oval,fertilized
Beetroot,small,dull,round,organic
Brinjal,large,vibrant,elongated,fertilized
Banana,medium,vibrant,elongated,organic
Onion,small,irregular,oval,organic
Sapota,large,vibrant,oval,fertilized
Onion,large,dull,oval,organic
Papaya,medium,vibrant,round,fertilized
Sapota,medium,dull,round,organic
Onion,medium,vibrant,elongated,fertilized
Garlic,large,vibrant,round,fertilized
Mango,small,dull,oval,organic
Apple,small,irregular,irregular,organic
Pomegranate,medium,vibrant,oval,fertilized
Sapota,medium,vibrant,round,fertilized
Ivy gourd,medium,dull,oval,organic
Grapes,large,vibrant,oval,fertilized
Guava,large,neutral,oval,organic
Brinjal,large,dull,irregular,organic
Mango,medium,vibrant,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Brinjal,medium,dull,round,organic
Ivy gourd,large,vibrant,irregular,fertilized
Mango,medium,irregular,oval,organic
Apple,large,vibrant,oval,fertilized
Pomegranate,medium,vibrant,oval,fertilized
Papaya,medium,irregular,elongated,organic
Garlic,medium,vibrant,oval,fertilized
Garlic,medium,irregular,round,fertilized
Mango,large,neutral,round,organic
Onion,large,neutral,round,organic
Papaya,small,irregular,round,organic
Papaya,medium,vibrant,oval,fertilized
Garlic,large,vibrant,oval,fertilized
Ivy gourd,medium,vibrant,oval,fertilized
Beetroot,large,dull,irregular,organic
Garlic,medium,vibrant,round,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Pomegranate,medium,neutral,oval,organic
Garlic,large,dull,oval,organic
Sapota,large,dull,irregular,organic
Pomegranate,large,irregular,irregular,fertilized
Brinjal,small,vibrant,oval,fertilized
Apple,small,irregular,round,organic
Brinjal,small,dull,irregular,organic
Grapes,medium,dull,oval,organic
Garlic,medium,neutral,oval,organic
Carrot,large,irregular,round,fertilized
Beetroot,small,vibrant,irregular,organic
Guava,large,irregular,round,fertilized
Garlic,medium,vibrant,round,fertilized
Onion,medium,dull,round,organic
Carrot,small,neutral,elongated,organic
Guava,large,vibrant,round,fertilized
Mango,small,vibrant,round,fertilized
Papaya,medium,vibrant,elongated,organic
Mango,large,vibrant,round,fertilized
Sapota,small,dull,round,organic
Papaya,large,vibrant,round,fertilized
Carrot,large,neutral,oval,fertilized
Garlic,medium,dull,irregular,organic
Carrot,medium,vibrant,oval,fertilized
Orange,large,vibrant,oval,fertilized
Ivy gourd,medium,dull,round,organic
Ivy gourd,medium,dull,elongated,organic
Brinjal,medium,dull,irregular,organic
Grapes,small,dull,round,organic
Guava,medium,dull,round,organic
Ivy gourd,large,neutral,elongated,fertilized
Orange,small,irregular,oval,fertilized
Mango,medium,dull,elongated,organic
Sapota,large,vibrant,oval,fertilized
Beetroot,small,dull,oval,organic
Grapes,small,vibrant,round,fertilized
Carrot,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Carrot,medium,dull,elongated,organic
Banana,large,neutral,oval,fertilized
Brinjal,large,vibrant,irregular,fertilized
Carrot,large,neutral,oval,fertilized
Grapes,medium,vibrant,oval,fertilized
Pomegranate,medium,dull,elongated,organic
Orange,large,vibrant,elongated,fertilized
Beetroot,large,vibrant,irregular,fertilized
Pomegranate,medium,vibrant,oval,fertilized
Pomegranate,medium,neutral,elongated,organic
Ivy gourd,large,irregular,round,fertilized
Apple,large,vibrant,round,fertilized
Beetroot,medium,vibrant,irregular,fertilized
Brinjal,small,vibrant,round,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Grapes,medium,dull,irregular,organic
Grapes,large,vibrant,oval,fertilized
Grapes,medium,neutral,elongated,organic
Papaya,small,neutral,elongated,organic
Garlic,medium,vibrant,oval,organic
Apple,medium,dull,irregular,organic
Brinjal,medium,irregular,oval,organic
Pomegranate,medium,neutral,round,organic
Banana,medium,vibrant,oval,fertilized
Guava,large,vibrant,oval,fertilized
Guava,large,dull,oval,organic
Beetroot,medium,vibrant,oval,fertilized
Beetroot,small,dull,elongated,organic
Brinjal,medium,dull,oval,organic
Guava,large,dull,oval,organic
Pomegranate,small,dull,round,organic
Mango,small,dull,elongated,organic
Beetroot,medium,vibrant,round,fertilized
Grapes,medium,vibrant,oval,fertilized
Orange,medium,vibrant,oval,fertilized
Pomegranate,medium,vibrant,elongated,fertilized
Papaya,large,vibrant,irregular,fertilized
Pomegranate,medium,vibrant,round,fertilized
Papaya,medium,neutral,elongated,organic
Beetroot,medium,dull,irregular,organic
Onion,medium,irregular,oval,fertilized
Carrot,large,vibrant,elongated,fertilized
Papaya,large,vibrant,irregular,fertilized
Sapota,large,neutral,oval,organic
Pomegranate,medium,neutral,oval,organic
Onion,small,neutral,round,organic
Grapes,small,neutral,elongated,organic
Papaya,small,dull,oval,organic
Apple,large,dull,irregular,organic
Sapota,small,dull,oval,organic
Onion,small,dull,oval,organic
Papaya,small,dull,round,fertilized
Beetroot,medium,irregular,round,organic
Guava,large,vibrant,round,fertilized
Orange,medium,vibrant,round,fertilized
Brinjal,small,vibrant,round,fertilized
Garlic,large,irregular,round,fertilized
Onion,small,dull,oval,organic
Guava,medium,vibrant,elongated,organic
Onion,large,vibrant,oval,fertilized
Banana,large,vibrant,oval,fertilized
Brinjal,medium,vibrant,round,fertilized
Guava,large,vibrant,irregular,fertilized
Onion,large,vibrant,oval,fertilized
Pomegranate,medium,neutral,elongated,organic
Orange,small,vibrant,irregular,fertilized
Banana,large,vibrant,elongated,fertilized
Ivy gourd,large,vibrant,round,fertilized
Mango,medium,vibrant,round,fertilized
Beetroot,medium,neutral,round,organic
Guava,small,vibrant,oval,organic
Orange,large,vibrant,round,fertilized
Ivy gourd,small,dull,oval,organic
Papaya,medium,vibrant,round,fertilized
Carrot,medium,irregular,oval,organic
Carrot,medium,dull,oval,organic
Banana,large,dull,oval,fertilized
Ivy gourd,medium,vibrant,round,fertilized
Banana,large,neutral,oval,fertilized
Ivy gourd,medium,irregular,round,organic
Carrot,medium,dull,oval,organic
Papaya,small,vibrant,round,fertilized
Guava,medium,dull,round,organic
Beetroot,small,vibrant,elongated,organic
Banana,large,neutral,oval,fertilized
Onion,medium,neutral,elongated,organic
Garlic,large,vibrant,round,fertilized
Orange,large,vibrant,round,fertilized
Mango,small,neutral,oval,organic
Onion,large,vibrant,round,fertilized
Banana,large,dull,round,fertilized
Sapota,medium,dull,irregular,organic
Beetroot,large,neutral,round,fertilized
Apple,small,neutral,round,organic
Orange,medium,neutral,round,organic
Pomegranate,large,vibrant,round,fertilized
Apple,small,vibrant,elongated,fertilized
Papaya,medium,neutral,round,organic
Sapota,large,vibrant,oval,fertilized
Garlic,medium,neutral,irregular,organic
Onion,medium,dull,round,organic
Mango,small,dull,irregular,organic
Onion,medium,vibrant,oval,fertilized
Garlic,medium,dull,elongated,organic
Garlic,small,vibrant,oval,fertilized
Apple,large,vibrant,oval,fertilized
Banana,small,vibrant,round,fertilized
Garlic,large,vibrant,round,fertilized
Mango,small,dull,round,organic
Pomegranate,small,dull,irregular,organic
Guava,medium,vibrant,round,fertilized
Onion,medium,dull,oval,organic
Ivy gourd,medium,vibrant,round,fertilized
Papaya,small,vibrant,elongated,fertilized
Mango,medium,dull,oval,organic
Pomegranate,large,vibrant,round,fertilized
Pomegranate,large,neutral,irregular,organic
Ivy gourd,medium,vibrant,elongated,fertilized
Guava,large,vibrant,round,fertilized
Banana,large,vibrant,irregular,fertilized
Carrot,medium,dull,irregular,organic
Banana,medium,vibrant,elongated,fertilized
Carrot,medium,vibrant,round,fertilized
Banana,small,irregular,elongated,fertilized
Guava,medium,neutral,oval,organic
Grapes,medium,vibrant,round,fertilized
Carrot,large,vibrant,oval,fertilized
Sapota,large,vibrant,round,fertilized
Mango,small,dull,elongated,organic
Pomegranate,medium,neutral,oval,organic
Guava,medium,irregular,round,organic
Grapes,medium,neutral,round,organic
Sapota,small,dull,round,organic
Pomegranate,medium,neutral,round,fertilized
Guava,large,vibrant,oval,fertilized
Garlic,large,vibrant,round,fertilized
Garlic,medium,irregular,round,organic
Mango,large,neutral,round,organic
Garlic,small,neutral,round,organic
Papaya,medium,irregular,oval,fertilized
Grapes,small,dull,elongated,organic
Ivy gourd,large,dull,round,fertilized
Guava,large,vibrant,elongated,fertilized
Onion,small,dull,irregular,organic
Beetroot,medium,neutral,oval,fertilized
Pomegranate,large,neutral,irregular,fertilized
Guava,small,vibrant,oval,fertilized
Ivy gourd,medium,vibrant,round,fertilized
Garlic,large,vibrant,irregular,fertilized
Guava,medium,vibrant,oval,organic
Brinjal,large,vibrant,oval,fertilized
Papaya,medium,vibrant,oval,fertilized
Papaya,medium,irregular,elongated,organic
Guava,large,neutral,irregular,organic
Sapota,medium,vibrant,irregular,organic
Papaya,medium,neutral,irregular,organic
Garlic,small,irregular,oval,organic
Apple,large,vibrant,elongated,fertilized
Brinjal,large,vibrant,oval,fertilized
Ivy gourd,medium,dull,elongated,organic
Onion,medium,dull,round,organic
Orange,medium,dull,elongated,organic
Sapota,small,irregular,oval,fertilized
Brinjal,medium,vibrant,oval,organic
Carrot,large,dull,round,fertilized
Onion,large,vibrant,oval,fertilized
Banana,medium,dull,irregular,organic
Papaya,medium,neutral,round,organic
Garlic,medium,dull,round,organic
Guava,large,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,fertilized
Grapes,medium,neutral,oval,fertilized
Banana,medium,vibrant,round,fertilized
Apple,large,dull,round,fertilized
Onion,medium,irregular,oval,organic
Pomegranate,small,dull,irregular,organic
Ivy gourd,large,vibrant,round,fertilized
Orange,large,neutral,oval,organic
Onion,medium,vibrant,oval,fertilized
Apple,medium,dull,round,fertilized
Beetroot,large,dull,elongated,fertilized
Carrot,medium,irregular,oval,fertilized
Banana,small,dull,irregular,organic
Guava,large,vibrant,irregular,fertilized
Onion,medium,vibrant,irregular,fertilized
Brinjal,medium,vibrant,round,fertilized
Pomegranate,medium,vibrant,round,fertilized
Guava,medium,neutral,irregular,fertilized
Garlic,medium,irregular,irregular,fertilized
Pomegranate,small,neutral,elongated,organic
Garlic,medium,dull,round,fertilized
Apple,small,dull,oval,fertilized
Orange,large,dull,round,fertilized
Orange,medium,dull,irregular,organic
Brinjal,medium,vibrant,oval,fertilized
Onion,medium,neutral,oval,organic
Mango,large,dull,round,organic
Pomegranate,medium,vibrant,elongated,organic
Grapes,small,dull,oval,organic
Banana,medium,vibrant,elongated,fertilized
Beetroot,large,neutral,oval,fertilized
Papaya,large,vibrant,oval,fertilized
Grapes,medium,irregular,round,fertilized
Banana,large,vibrant,oval,fertilized
Beetroot,medium,vibrant,round,fertilized
Sapota,small,vibrant,round,fertilized
Guava,small,dull,oval,organic
Banana,large,vibrant,round,fertilized
Carrot,small,dull,round,organic
Pomegranate,medium,irregular,round,fertilized
Ivy gourd,medium,vibrant,round,fertilized
Papaya,medium,dull,elongated,organic
Mango,large,vibrant,irregular,fertilized
Sapota,small,vibrant,oval,fertilized
Carrot,medium,vibrant,round,organic
Ivy gourd,small,dull,oval,fertilized
Sapota,small,dull,elongated,organic
Banana,large,irregular,round,fertilized
Brinjal,medium,irregular,irregular,organic
Onion,large,dull,round,organic
Guava,large,vibrant,round,fertilized
Guava,small,dull,round,fertilized
Sapota,large,dull,round,fertilized
Orange,medium,neutral,irregular,organic
Orange,small,dull,irregular,organic
Banana,medium,neutral,oval,organic
Pomegranate,medium,neutral,round,organic
Guava,medium,neutral,oval,fertilized
Banana,small,vibrant,round,organic
Ivy gourd,small,neutral,elongated,organic
Pomegranate,large,vibrant,oval,fertilized
Grapes,small,dull,irregular,organic
Carrot,medium,dull,round,organic
Garlic,medium,neutral,irregular,organic
Garlic,medium,vibrant,elongated,fertilized
Apple,medium,vibrant,round,fertilized
Carrot,medium,neutral,oval,organic
Brinjal,medium,vibrant,oval,fertilized
Apple,large,neutral,oval,fertilized
Grapes,large,vibrant,oval,fertilized
Garlic,small,neutral,irregular,organic
Beetroot,large,neutral,irregular,fertilized
Banana,large,vibrant,round,fertilized
Onion,medium,irregular,irregular,fertilized
Garlic,large,vibrant,round,fertilized
Grapes,large,irregular,oval,fertilized
Pomegranate,medium,neutral,oval,organic
Mango,medium,vibrant,round,fertilized
Pomegranate,medium,irregular,round,organic
Mango,medium,dull,elongated,organic
Ivy gourd,large,vibrant,round,fertilized
Carrot,medium,dull,round,organic
Brinjal,large,irregular,elongated,fertilized
Apple,medium,vibrant,round,fertilized
Banana,large,vibrant,oval,fertilized
Garlic,small,dull,elongated,organic
Guava,medium,vibrant,round,fertilized
Guava,large,vibrant,round,fertilized
Mango,large,vibrant,round,fertilized
Guava,small,dull,oval,organic
Garlic,small,dull,irregular,organic
Papaya,medium,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Banana,large,vibrant,oval,fertilized
Carrot,large,dull,round,fertilized
Guava,large,dull,irregular,fertilized
Grapes,large,neutral,oval,organic
Mango,medium,dull,irregular,organic
Banana,large,vibrant,round,fertilized
Banana,small,vibrant,irregular,organic
Guava,large,vibrant,oval,fertilized
Brinjal,medium,dull,elongated,fertilized
Mango,large,vibrant,elongated,fertilized
Orange,large,irregular,round,organic
Grapes,large,vibrant,oval,fertilized
Orange,small,irregular,oval,fertilized
Beetroot,small,dull,round,organic
Carrot,large,vibrant,round,fertilized
Mango,medium,irregular,round,organic
Orange,medium,neutral,round,fertilized
Garlic,medium,dull,irregular,fertilized
Brinjal,large,vibrant,oval,fertilized
Carrot,medium,dull,round,organic
Orange,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Orange,medium,neutral,round,organic
Ivy gourd,medium,vibrant,round,fertilized
Papaya,large,vibrant,round,fertilized
Orange,large,dull,oval,organic
Apple,medium,vibrant,round,fertilized
Sapota,small,dull,elongated,fertilized
Sapota,medium,vibrant,oval,organic
Apple,large,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Apple,small,dull,oval,organic
Mango,medium,vibrant,round,fertilized
Apple,small,dull,round,fertilized
Apple,small,vibrant,irregular,organic
Apple,small,dull,round,organic
Beetroot,medium,neutral,round,organic
Carrot,medium,dull,round,organic
Papaya,large,dull,round,fertilized
Grapes,medium,dull,oval,organic
Banana,medium,vibrant,round,fertilized
Sapota,large,vibrant,round,fertilized
Sapota,large,dull,round,organic
Garlic,large,irregular,round,fertilized
Mango,small,dull,elongated,organic
Garlic,large,vibrant,oval,fertilized
Banana,small,vibrant,oval,fertilized
Ivy gourd,large,dull,irregular,organic
Sapota,large,vibrant,round,fertilized
Guava,medium,dull,oval,fertilized
Orange,small,irregular,oval,fertilized
Papaya,large,vibrant,round,fertilized
Brinjal,large,vibrant,round,fertilized
Papaya,small,dull,oval,organic
Sapota,large,neutral,elongated,fertilized
Pomegranate,large,vibrant,round,fertilized
Mango,medium,vibrant,oval,organic
Apple,small,dull,irregular,organic
Banana,large,vibrant,oval,fertilized
Carrot,medium,dull,oval,organic
Sapota,small,irregular,oval,fertilized
Apple,small,neutral,elongated,fertilized
Ivy gourd,medium,dull,irregular,organic
Orange,large,dull,oval,fertilized
Onion,large,vibrant,round,fertilized
Mango,large,vibrant,irregular,fertilized
Sapota,medium,dull,oval,organic
Brinjal,large,irregular,round,fertilized
Orange,small,dull,elongated,organic
Pomegranate,medium,vibrant,elongated,organic
Mango,small,irregular,oval,organic
Pomegranate,small,dull,elongated,organic
Orange,small,dull,elongated,organic
Pomegranate,large,vibrant,round,fertilized
Carrot,small,vibrant,round,fertilized
Brinjal,medium,dull,oval,organic
Papaya,small,neutral,oval,organic
Sapota,small,dull,irregular,organic
Ivy gourd,medium,vibrant,round,fertilized
Orange,medium,neutral,irregular,organic
Grapes,large,dull,oval,fertilized
Mango,medium,vibrant,elongated,fertilized
